re,1,16,5000,0.425130
r,1,16,5000,4.030063
re,1,16,5000,0.065661
r,1,16,5000,4.034287
re,1,16,5000,0.034294
r,1,16,5000,4.031626
re,1,16,5000,0.033523
r,1,16,5000,4.029109
re,1,16,5000,0.098947
r,1,16,5000,4.033503
re,2,16,7071,0.053624
re,2,16,7071,0.005827
re,2,16,7071,0.005677
re,2,16,7071,0.006859
re,2,16,7071,0.005788
re,3,16,8660,0.130629
re,3,16,8660,0.013305
re,3,16,8660,0.021504
re,3,16,8660,0.016102
2 total processes killed (some possibly by mpirun during cleanup)
re,3,16,8660,0.018257
re,4,16,10000,0.196359
re,4,16,10000,0.021293
re,4,16,10000,0.018552
re,4,16,10000,0.019169
re,4,16,10000,0.017251
re,5,16,11180,0.138195
re,5,16,11180,0.020554
re,5,16,11180,0.021159
re,5,16,11180,0.029795
re,5,16,11180,0.020895
re,6,16,12247,0.272678
re,6,16,12247,0.022193
re,6,16,12247,0.022571
re,6,16,12247,0.104247
re,6,16,12247,0.026712
re,7,16,13228,0.261553
re,7,16,13228,0.024376
re,7,16,13228,0.024236
re,7,16,13228,0.028800
re,7,16,13228,0.022098
re,8,16,14142,0.220643
re,8,16,14142,0.079783
re,8,16,14142,0.088688
re,8,16,14142,0.070178
re,8,16,14142,0.033524
re,1,16,5000,0.033520
r,1,16,5000,4.032503
re,1,16,5000,0.110393
r,1,16,5000,4.031860
re,1,16,5000,0.062482
r,1,16,5000,4.032175
re,1,16,5000,0.032485
r,1,16,5000,4.032561
re,1,16,5000,0.032310
r,1,16,5000,4.032948
re,2,16,7071,0.230586
re,2,16,7071,0.005417
re,2,16,7071,0.006408
re,2,16,7071,0.006540
re,2,16,7071,0.006097
re,3,16,8660,0.123468
re,3,16,8660,0.076004
re,3,16,8660,0.011599
re,3,16,8660,0.013388
re,3,16,8660,0.022075
re,4,16,10000,0.148792
re,4,16,10000,0.025107
re,4,16,10000,0.036060
re,4,16,10000,0.017857
re,4,16,10000,0.018216
re,5,16,11180,0.110752
re,5,16,11180,0.068622
re,5,16,11180,0.019934
re,5,16,11180,0.040336
re,5,16,11180,0.025098
re,6,16,12247,0.350617
re,6,16,12247,0.026709
re,6,16,12247,0.021522
re,6,16,12247,0.021624
re,6,16,12247,0.021898
re,7,16,13228,0.258897
re,7,16,13228,0.029513
re,7,16,13228,0.023219
re,7,16,13228,0.031238
re,7,16,13228,0.023965
2 total processes killed (some possibly by mpirun during cleanup)
re,8,16,14142,0.477183
re,8,16,14142,0.090807
re,8,16,14142,0.035363
re,8,16,14142,0.085753
re,8,16,14142,0.032741
re,1,16,5000,0.059380
r,1,16,5000,2.768981
re,1,16,5000,0.037966
r,1,16,5000,2.770789
re,1,16,5000,0.040404
r,1,16,5000,2.773094
re,1,16,5000,0.004710
r,1,16,5000,2.763627
re,1,16,5000,0.041690
r,1,16,5000,2.758895
re,2,16,7071,0.070679
r,2,16,7071,1.931819
re,2,16,7071,0.006803
r,2,16,7071,2.034501
re,2,16,7071,0.076117
r,2,16,7071,3.079261
re,2,16,7071,0.080788
r,2,16,7071,3.080345
re,2,16,7071,0.017764
r,2,16,7071,3.074204
re,3,16,8660,0.187189
r,3,16,8660,3.372238
re,3,16,8660,0.021545
r,3,16,8660,3.378325
re,3,16,8660,0.079198
r,3,16,8660,3.146587
re,3,16,8660,0.030355
r,3,16,8660,3.161138
re,3,16,8660,0.022230
r,3,16,8660,3.387504
re,4,16,10000,0.061012
r,4,16,10000,3.305790
re,4,16,10000,0.031370
r,4,16,10000,3.308795
re,4,16,10000,0.022412
r,4,16,10000,3.535807
re,4,16,10000,0.034907
r,4,16,10000,3.300807
re,4,16,10000,0.023554
r,4,16,10000,3.550603
re,5,16,11180,0.172272
r,5,16,11180,3.265046
re,5,16,11180,0.071599
r,5,16,11180,3.487740
re,5,16,11180,0.023897
r,5,16,11180,3.299654
re,5,16,11180,0.024618
r,5,16,11180,3.293630
re,5,16,11180,0.086477
r,5,16,11180,3.232897
re,6,16,12247,0.343383
r,6,16,12247,3.205460
re,6,16,12247,0.179286
r,6,16,12247,3.253019
re,6,16,12247,0.025339
r,6,16,12247,3.186425
re,6,16,12247,0.025640
r,6,16,12247,3.411695
re,6,16,12247,0.029847
r,6,16,12247,3.192673
re,7,16,13228,0.295058
r,7,16,13228,3.207722
re,7,16,13228,0.026018
r,7,16,13228,3.205590
re,7,16,13228,0.027835
r,7,16,13228,3.393538
re,7,16,13228,0.035426
r,7,16,13228,3.410837
re,7,16,13228,0.079384
r,7,16,13228,3.406713
re,8,16,14142,0.276167
r,8,16,14142,3.534945
re,8,16,14142,0.138708
r,8,16,14142,3.317742
re,8,16,14142,0.028826
r,8,16,14142,3.337046
re,8,16,14142,0.029450
r,8,16,14142,3.552749
re,8,16,14142,0.035781
r,8,16,14142,3.516638
