mode,size,nthreads,k,time
re,1,16,10000,0.134312
r,1,16,10000,455.707681
re,1,16,10000,0.082780
r,1,16,10000,454.358397
re,1,16,10000,0.074881
r,1,16,10000,455.871972
re,1,16,10000,0.087327
