mode,size,nthreads,k,time
re,1,1,3000,0.014305
og,1,1,3000,0.004443
r,1,1,3000,71.633229
re,1,1,3000,0.013344
og,1,1,3000,0.004466
r,1,1,3000,71.727541
re,1,1,3000,0.013782
og,1,1,3000,0.004472
r,1,1,3000,70.994577
re,1,2,3000,0.013306
og,1,2,3000,0.004353
r,1,2,3000,2748.522880
re,1,2,3000,0.014178
og,1,2,3000,0.004344
r,1,2,3000,2748.575045
re,1,2,3000,0.037707
og,1,2,3000,0.004303
