re,1,16,3000,0.006068
r,1,16,3000,37.835707
re,1,16,3000,0.034848
r,1,16,3000,37.687810
re,1,16,3000,0.014425
r,1,16,3000,37.576674
re,2,16,4242,0.047469
r,2,16,4242,546.879621
re,2,16,4242,0.052251
r,2,16,4242,519.359363
re,2,16,4242,0.070505
r,2,16,4242,531.373724
re,4,16,6000,0.136838
r,4,16,6000,2926.190862
re,4,16,6000,0.090081
