library,precision,n_threads,iteration,time,GFLOPS
blis,f,72,1,0.700365,2855.652578
blis,f,72,2,0.647604,3088.306279
blis,f,72,3,0.660391,3028.508364
blis,f,72,4,0.634121,3153.972147
blis,f,72,5,0.640235,3123.851160
blis,f,76,1,0.806335,2480.359635
blis,f,76,2,0.815159,2453.509332
blis,f,76,3,0.863756,2315.468005
blis,f,76,4,0.830081,2409.402122
blis,f,76,5,0.881244,2269.518437
blis,f,80,1,0.747328,2676.202723
blis,f,80,2,0.763171,2620.642973
blis,f,80,3,0.763395,2619.874870
blis,f,80,4,0.747354,2676.108044
blis,f,80,5,0.756312,2644.412861
blis,f,84,1,0.738679,2707.535925
blis,f,84,2,0.753655,2653.732699
blis,f,84,3,0.741983,2695.480029
blis,f,84,4,0.697040,2869.274757
blis,f,84,5,0.697846,2865.961470
blis,f,88,1,0.592494,3375.561284
blis,f,88,2,0.614061,3257.003454
blis,f,88,3,0.611561,3270.321022
blis,f,88,4,0.658673,3036.406170
blis,f,88,5,0.623913,3205.577397
blis,f,92,1,0.820864,2436.457271
blis,f,92,2,0.746624,2678.723598
blis,f,92,3,0.760583,2629.560452
blis,f,92,4,0.766082,2610.687859
blis,f,92,5,0.855614,2337.502222
blis,f,96,1,0.553754,3611.709412
blis,f,96,2,0.543974,3676.649507
blis,f,96,3,0.544790,3671.139244
blis,f,96,4,0.538562,3713.592050
blis,f,96,5,0.519126,3852.626948
blis,f,100,1,0.636174,3143.795031
blis,f,100,2,0.550321,3634.243472
blis,f,100,3,0.606522,3297.490263
blis,f,100,4,0.618015,3236.169842
blis,f,100,5,0.601997,3322.277536
blis,f,104,1,0.594242,3365.633945
blis,f,104,2,0.514922,3884.082615
blis,f,104,3,0.530335,3771.198754
blis,f,104,4,0.516389,3873.051076
blis,f,104,5,0.539701,3705.755519
blis,f,108,1,0.498081,4015.407286
blis,f,108,2,0.492841,4058.107563
blis,f,108,3,0.506741,3946.789183
blis,f,108,4,0.536339,3728.985723
blis,f,108,5,0.497892,4016.932189
blis,f,112,1,0.582890,3431.181997
blis,f,112,2,0.504416,3964.981545
blis,f,112,3,0.491509,4069.099321
blis,f,112,4,0.503183,3974.693176
blis,f,112,5,0.486561,4110.479698
blis,f,116,1,0.696129,2873.030804
blis,f,116,2,0.737969,2710.139622
blis,f,116,3,0.725584,2756.401668
blis,f,116,4,0.711430,2811.237691
blis,f,116,5,0.717698,2786.686210
blis,f,120,1,0.457956,4367.231710
blis,f,120,2,0.477186,4191.240266
blis,f,120,3,0.501631,3986.993399
blis,f,120,4,0.480443,4162.827300
blis,f,120,5,0.474957,4210.906370
blis,f,124,1,0.647036,3091.018669
blis,f,124,2,0.615511,3249.330726
blis,f,124,3,0.640890,3120.660989
blis,f,124,4,0.666910,2998.905570
blis,f,124,5,0.691533,2892.124433
blis,f,128,1,0.485764,4117.227937
blis,f,128,2,0.488294,4095.891438
blis,f,128,3,0.471987,4237.401055
blis,f,128,4,0.494854,4041.597585
blis,f,128,5,0.471366,4242.987592
blis,d,1,1,blis,d,1,2,blis,d,1,3,blis,d,1,4,blis,d,1,5,blis,d,2,1,34.777037,57.509212
blis,d,2,2,34.852618,57.384498
blis,d,2,3,37.380561,53.503745
blis,d,2,4,37.285997,53.639441
blis,d,2,5,35.219562,56.786624
blis,d,4,1,11.840497,168.911826
blis,d,4,2,11.822349,169.171113
blis,d,4,3,11.862287,168.601552
blis,d,4,4,11.879310,168.359945
blis,d,4,5,11.817212,169.244663
blis,d,8,1,6.892733,290.160677
blis,d,8,2,6.826535,292.974396
blis,d,8,3,6.915321,289.212898
blis,d,8,4,6.866047,291.288422
blis,d,8,5,6.876398,290.849942
blis,d,12,1,4.837591,413.428957
blis,d,12,2,4.827007,414.335419
blis,d,12,3,4.844422,412.845988
blis,d,12,4,4.827563,414.287734
blis,d,12,5,4.847421,412.590554
blis,d,16,1,4.546310,439.917190
blis,d,16,2,4.583962,436.303824
blis,d,16,3,4.584536,436.249174
blis,d,16,4,4.513911,443.074740
blis,d,16,5,4.507266,443.727954
blis,d,20,1,2.869667,696.945074
blis,d,20,2,3.076535,650.081914
blis,d,20,3,3.035219,658.931127
blis,d,20,4,2.992102,668.426395
blis,d,20,5,2.991573,668.544582
blis,d,24,1,3.030228,660.016249
blis,d,24,2,2.804888,713.040952
blis,d,24,3,2.849299,701.927126
blis,d,24,4,2.463062,811.997516
blis,d,24,5,2.757327,725.340091
blis,d,28,1,2.039499,980.632791
blis,d,28,2,2.062692,969.606829
blis,d,28,3,2.104993,950.122031
blis,d,28,4,2.060646,970.569596
blis,d,28,5,2.081121,961.020517
blis,d,32,1,1.825561,1095.553788
blis,d,32,2,1.817848,1100.201972
blis,d,32,3,1.828044,1094.065390
blis,d,32,4,1.807176,1106.699114
blis,d,32,5,1.799759,1111.260094
blis,d,36,1,1.784502,1120.761103
blis,d,36,2,1.714485,1166.531265
blis,d,36,3,1.756974,1138.320510
blis,d,36,4,1.850519,1080.777857
blis,d,36,5,1.748529,1143.818622
blis,d,40,1,1.794691,1114.398011
blis,d,40,2,1.584741,1262.036042
blis,d,40,3,1.489420,1342.804663
blis,d,40,4,1.572131,1272.158321
blis,d,40,5,1.596640,1252.630413
blis,d,44,1,1.482784,1348.814408
blis,d,44,2,1.367284,1462.754364
blis,d,44,3,1.497191,1335.834756
blis,d,44,4,1.588279,1259.224905
blis,d,44,5,1.387778,1441.152406
blis,d,48,1,1.799240,1111.580601
blis,d,48,2,1.560138,1281.938018
blis,d,48,3,1.567078,1276.260412
blis,d,48,4,1.562503,1279.997840
blis,d,48,5,1.534502,1303.354778
blis,d,52,1,1.254115,1594.750215
blis,d,52,2,1.241715,1610.675868
blis,d,52,3,1.282054,1559.996777
blis,d,52,4,1.300556,1537.803982
blis,d,52,5,1.338646,1494.047251
blis,d,56,1,1.320600,1514.463377
blis,d,56,2,1.297715,1541.170935
blis,d,56,3,1.370904,1458.890913
blis,d,56,4,1.252941,1596.243867
blis,d,56,5,1.258472,1589.228749
blis,d,60,1,1.330892,1502.751878
blis,d,60,2,1.384446,1444.621494
blis,d,60,3,1.283318,1558.459747
blis,d,60,4,1.314333,1521.684172
blis,d,60,5,1.323430,1511.225153
blis,d,64,1,1.185033,1687.717155
blis,d,64,2,1.183072,1690.513484
blis,d,64,3,1.159994,1724.146596
blis,d,64,4,1.177131,1699.046168
blis,d,64,5,1.170034,1709.352750
blis,d,68,1,1.086181,1841.313518
blis,d,68,2,1.087207,1839.576746
blis,d,68,3,1.141259,1752.451337
blis,d,68,4,1.147090,1743.543012
blis,d,68,5,1.109127,1803.219540
blis,d,72,1,1.218356,1641.556960
blis,d,72,2,1.208763,1654.583537
blis,d,72,3,1.229090,1627.219790
blis,d,72,4,1.325086,1509.335521
blis,d,72,5,1.299927,1538.547908
blis,d,76,1,1.636334,1222.244000
blis,d,76,2,1.571801,1272.426110
blis,d,76,3,1.522467,1313.657259
blis,d,76,4,1.630247,1226.808065
blis,d,76,5,1.620050,1234.529730
blis,d,80,1,1.503524,1330.208579
blis,d,80,2,1.449188,1380.083165
blis,d,80,3,1.512825,1322.029565
blis,d,80,4,1.532207,1305.306909
blis,d,80,5,1.499355,1333.906674
blis,d,84,1,1.447142,1382.034052
blis,d,84,2,1.479251,1352.035320
blis,d,84,3,1.550934,1289.545772
blis,d,84,4,1.432473,1396.187005
blis,d,84,5,1.443098,1385.907717
blis,d,88,1,1.271332,1573.152849
blis,d,88,2,1.267039,1578.483776
blis,d,88,3,1.288266,1552.474778
blis,d,88,4,1.280480,1561.913987
blis,d,88,5,1.259391,1588.069068
blis,d,92,1,1.515471,1319.721416
blis,d,92,2,1.500879,1332.552142
blis,d,92,3,1.520370,1315.468869
blis,d,92,4,1.478769,1352.476286
blis,d,92,5,1.528150,1308.771677
blis,d,96,1,1.133431,1764.553754
blis,d,96,2,1.138123,1757.279196
blis,d,96,3,1.172344,1705.983561
blis,d,96,4,1.167154,1713.569199
blis,d,96,5,1.177504,1698.508196
blis,d,100,1,1.156202,1729.801811
blis,d,100,2,1.248781,1601.561394
blis,d,100,3,1.224057,1633.911297
blis,d,100,4,1.181703,1692.472821
blis,d,100,5,1.223753,1634.316582
blis,d,104,1,1.121898,1782.692644
blis,d,104,2,1.134909,1762.255172
blis,d,104,3,1.131226,1767.993901
blis,d,104,4,1.122843,1781.192771
blis,d,104,5,1.153175,1734.341604
blis,d,108,1,1.108127,1804.847340
blis,d,108,2,1.101626,1815.498477
blis,d,108,3,1.116777,1790.868076
blis,d,108,4,1.141201,1752.539629
blis,d,108,5,1.081537,1849.220076
blis,d,112,1,1.141458,1752.145567
blis,d,112,2,1.113990,1795.348976
blis,d,112,3,1.183039,1690.561305
blis,d,112,4,1.129566,1770.592065
blis,d,112,5,1.150487,1738.393664
blis,d,116,1,1.415417,1413.011584
blis,d,116,2,1.412024,1416.406783
blis,d,116,3,1.394106,1434.611652
blis,d,116,4,1.426308,1402.221906
blis,d,116,5,1.403406,1425.104470
blis,d,120,1,1.152878,1734.789579
blis,d,120,2,1.073830,1862.493032
blis,d,120,3,1.068743,1871.356598
blis,d,120,4,1.105787,1808.667306
blis,d,120,5,1.078336,1854.709697
blis,d,124,1,1.340588,1491.882627
blis,d,124,2,1.338436,1494.280840
blis,d,124,3,1.359687,1470.926481
blis,d,124,4,1.470913,1359.699696
blis,d,124,5,1.383482,1445.627445
blis,d,128,1,1.147380,1743.101393
blis,d,128,2,1.180704,1693.904734
blis,d,128,3,1.178443,1697.155049
blis,d,128,4,1.132005,1766.776018
blis,d,128,5,1.118867,1787.522376
