library,precision,k,policy,iteration,time,GFLOPS
mkl,f,10000,spread,2,1.529649,1307.489569
mkl,f,10000,spread,3,1.529613,1307.520323
mkl,f,10000,spread,4,1.543244,1295.971751
mkl,f,10000,spread,5,1.543992,1295.343187
mkl,f,11000,false,1,2.182186,1219.877539
mkl,f,11000,false,2,2.185545,1218.002946
mkl,f,11000,false,3,2.181211,1220.423078
mkl,f,11000,false,4,2.176564,1223.028814
mkl,f,11000,false,5,2.161998,1231.268390
mkl,f,11000,close,1,2.060249,1292.076838
mkl,f,11000,close,2,2.049798,1298.664791
mkl,f,11000,close,3,2.033960,1308.776841
mkl,f,11000,close,4,2.037010,1306.817115
mkl,f,11000,close,5,1.878462,1417.116885
mkl,f,11000,spread,1,2.058707,1293.044582
mkl,f,11000,spread,2,1.882339,1414.198169
mkl,f,11000,spread,3,2.056981,1294.129733
mkl,f,11000,spread,4,2.052930,1296.683381
mkl,f,11000,spread,5,1.891040,1407.691022
mkl,f,12000,false,1,1.793446,1927.016871
mkl,f,12000,false,2,1.831272,1887.212726
mkl,f,12000,false,3,1.808792,1910.667092
mkl,f,12000,false,4,1.832047,1886.414392
mkl,f,12000,false,5,2.644434,1306.895790
mkl,f,12000,close,1,2.330940,1482.663606
mkl,f,12000,close,2,2.524822,1368.809631
mkl,f,12000,close,3,2.546386,1357.217772
mkl,f,12000,close,4,2.535494,1363.048188
mkl,f,12000,close,5,2.300571,1502.235984
mkl,f,12000,spread,1,2.333359,1481.126482
mkl,f,12000,spread,2,2.563869,1347.962837
mkl,f,12000,spread,3,2.553088,1353.654902
mkl,f,12000,spread,4,2.547963,1356.377379
mkl,f,12000,spread,5,2.315867,1492.313366
mkl,f,13000,false,1,2.927635,1500.870387
mkl,f,13000,false,2,3.269771,1343.825195
mkl,f,13000,false,3,2.912146,1508.852859
mkl,f,13000,false,4,2.923640,1502.920834
mkl,f,13000,false,5,2.899495,1515.436503
mkl,f,13000,close,1,2.656898,1653.808519
mkl,f,13000,close,2,2.627303,1672.437290
mkl,f,13000,close,3,2.671352,1644.859774
mkl,f,13000,close,4,2.637822,1665.768482
mkl,f,13000,close,5,2.626139,1673.178966
mkl,f,13000,spread,1,2.627860,1672.083175
mkl,f,13000,spread,2,2.617892,1678.449996
mkl,f,13000,spread,3,2.648561,1659.014058
mkl,f,13000,spread,4,2.646202,1660.493335
mkl,f,13000,spread,5,2.653344,1656.023564
mkl,f,14000,false,1,3.624399,1514.181920
mkl,f,14000,false,2,3.844614,1427.451625
mkl,f,14000,false,3,3.625180,1513.855818
mkl,f,14000,false,4,3.657181,1500.609390
mkl,f,14000,false,5,3.842247,1428.330964
mkl,f,14000,close,1,3.894683,1409.100656
