re,1,1,5000,0.349118
og,1,1,5000,0.011478
r,1,1,5000,199.462350
re,1,1,5000,0.014341
og,1,1,5000,0.011526
r,1,1,5000,198.166757
re,1,1,5000,0.072303
og,1,1,5000,0.011423
r,1,1,5000,211.897335
re,1,1,5000,0.014859
og,1,1,5000,0.011342
r,1,1,5000,199.220715
re,1,1,5000,0.015523
og,1,1,5000,0.011726
r,1,1,5000,198.048873
re,1,8,5000,0.014016
og,1,8,5000,0.011662
r,1,8,5000,225.100728
re,1,8,5000,0.015022
og,1,8,5000,0.011283
r,1,8,5000,225.194570
re,1,8,5000,0.025978
og,1,8,5000,0.011185
r,1,8,5000,225.411920
re,1,8,5000,0.038827
og,1,8,5000,0.011447
r,1,8,5000,227.120344
re,1,8,5000,0.029785
og,1,8,5000,0.011678
r,1,8,5000,225.648675
re,1,16,5000,0.016968
og,1,16,5000,0.011324
r,1,16,5000,254.599558
re,1,16,5000,0.041321
og,1,16,5000,0.011507
r,1,16,5000,268.263822
re,1,16,5000,0.016293
og,1,16,5000,0.011819
r,1,16,5000,254.352157
re,1,16,5000,0.029953
og,1,16,5000,0.011691
r,1,16,5000,255.046409
re,1,16,5000,0.015731
og,1,16,5000,0.011533
r,1,16,5000,254.360468
re,1,32,5000,0.015580
og,1,32,5000,0.011299
r,1,32,5000,315.264856
re,1,32,5000,0.054599
og,1,32,5000,0.011445
r,1,32,5000,313.363037
re,1,32,5000,0.038512
og,1,32,5000,0.011252
r,1,32,5000,314.857360
re,1,32,5000,0.027183
og,1,32,5000,0.011530
r,1,32,5000,314.468264
re,1,32,5000,0.059949
og,1,32,5000,0.011287
r,1,32,5000,313.590008
re,1,48,5000,0.053079
og,1,48,5000,0.011555
r,1,48,5000,371.998767
re,1,48,5000,0.042637
og,1,48,5000,0.011260
r,1,48,5000,373.321824
re,1,48,5000,0.049696
og,1,48,5000,0.011411
r,1,48,5000,374.244048
re,1,48,5000,0.029914
og,1,48,5000,0.011433
r,1,48,5000,372.936856
re,1,48,5000,0.028049
og,1,48,5000,0.011337
r,1,48,5000,371.106731
re,1,64,5000,0.013493
og,1,64,5000,0.011557
