mode,size,nthreads,k,time
re,4,1,10000,0.213220
r,4,1,10000,42.525518
re,4,1,10000,0.194906
r,4,1,10000,42.621791
re,4,1,10000,0.127097
r,4,1,10000,42.653245
re,4,1,10000,0.110391
r,4,1,10000,42.921287
re,4,1,10000,0.194604
r,4,1,10000,42.587044
re,4,2,10000,0.099698
r,4,2,10000,43.704003
re,4,2,10000,0.343203
r,4,2,10000,43.702333
re,4,2,10000,0.126298
r,4,2,10000,44.632304
re,4,2,10000,0.125979
r,4,2,10000,43.855387
re,4,2,10000,0.193956
r,4,2,10000,44.569522
re,4,4,10000,0.096445
r,4,4,10000,43.161526
re,4,4,10000,0.155937
r,4,4,10000,43.157855
re,4,4,10000,0.126665
r,4,4,10000,43.468378
re,4,4,10000,0.107051
r,4,4,10000,43.227944
re,4,4,10000,0.103058
r,4,4,10000,43.188876
re,4,8,10000,0.126899
r,4,8,10000,45.201424
re,4,8,10000,0.130856
r,4,8,10000,45.304983
re,4,8,10000,0.102656
r,4,8,10000,45.028310
re,4,8,10000,0.112584
r,4,8,10000,45.081942
re,4,8,10000,0.120889
r,4,8,10000,45.086546
re,4,16,10000,0.249562
r,4,16,10000,45.313460
re,4,16,10000,0.101148
r,4,16,10000,45.382995
re,4,16,10000,0.095681
r,4,16,10000,45.420696
re,4,16,10000,0.101713
r,4,16,10000,45.465394
re,4,16,10000,0.138795
r,4,16,10000,45.491319
re,4,20,10000,0.103648
r,4,20,10000,46.062051
re,4,20,10000,0.109169
r,4,20,10000,46.189228
re,4,20,10000,0.111740
r,4,20,10000,46.186681
re,4,20,10000,0.121024
r,4,20,10000,46.421240
re,4,20,10000,0.114789
r,4,20,10000,46.343757
re,4,24,10000,0.192720
r,4,24,10000,47.167941
re,4,24,10000,0.096848
r,4,24,10000,47.179939
re,4,24,10000,0.102917
r,4,24,10000,47.164954
re,4,24,10000,0.092222
r,4,24,10000,46.933264
re,4,24,10000,0.115127
r,4,24,10000,46.853486
re,4,1,20000,0.486008
r,4,1,20000,171.500725
re,4,1,20000,0.292306
r,4,1,20000,171.588312
re,4,1,20000,0.511930
r,4,1,20000,172.049266
re,4,1,20000,0.325593
r,4,1,20000,171.653143
re,4,1,20000,0.359711
r,4,1,20000,171.607188
re,4,2,20000,0.333218
r,4,2,20000,181.289640
re,4,2,20000,0.333663
r,4,2,20000,180.561831
re,4,2,20000,0.409672
r,4,2,20000,182.197690
re,4,2,20000,0.346943
r,4,2,20000,181.032349
re,4,2,20000,0.357396
r,4,2,20000,181.146495
re,4,4,20000,0.340315
r,4,4,20000,175.043660
re,4,4,20000,0.383464
r,4,4,20000,175.164868
re,4,4,20000,0.341108
r,4,4,20000,174.847166
re,4,4,20000,0.322859
r,4,4,20000,175.356742
re,4,4,20000,0.320905
r,4,4,20000,175.317950
re,4,8,20000,0.433811
r,4,8,20000,179.665259
re,4,8,20000,0.390946
r,4,8,20000,179.995808
re,4,8,20000,0.396755
r,4,8,20000,180.315794
re,4,8,20000,0.274469
r,4,8,20000,179.741607
re,4,8,20000,0.324777
r,4,8,20000,179.525190
re,4,16,20000,0.426104
r,4,16,20000,180.517927
re,4,16,20000,0.285047
r,4,16,20000,181.763363
re,4,16,20000,0.319164
r,4,16,20000,182.569551
re,4,16,20000,0.334162
r,4,16,20000,182.614548
re,4,16,20000,0.980080
r,4,16,20000,182.551297
re,4,20,20000,0.424297
r,4,20,20000,184.715731
re,4,20,20000,0.223050
r,4,20,20000,185.012963
re,4,20,20000,0.446667
r,4,20,20000,185.330740
re,4,20,20000,0.297861
r,4,20,20000,185.169701
re,4,20,20000,0.349527
r,4,20,20000,185.060733
re,4,24,20000,0.332392
