library,precision,n_threads,iteration,time,GFLOPS
blis,d,200,4,2.362107,846.701751
blis,d,200,5,2.360841,847.155653
blis,d,208,1,2.520965,793.347057
blis,d,208,2,2.729397,732.762460
blis,d,208,3,2.523317,792.607434
blis,d,208,4,2.865665,697.918249
blis,d,208,5,2.478513,806.935351
blis,d,216,1,2.432566,822.177021
blis,d,216,2,2.636990,758.440612
blis,d,216,3,2.481049,806.110729
blis,d,216,4,2.563940,780.049548
blis,d,216,5,2.501589,799.491891
blis,d,224,1,2.372262,843.077348
blis,d,224,2,2.725700,733.756436
blis,d,224,3,2.864932,698.096902
blis,d,224,4,3.223925,620.361825
blis,d,224,5,2.522298,792.927713
blis,d,232,1,2.750232,727.211404
blis,d,232,2,2.885210,693.190428
blis,d,232,3,2.743989,728.865819
blis,d,232,4,2.740539,729.783542
blis,d,232,5,2.903732,688.768683
blis,d,240,1,2.709251,738.211420
blis,d,240,2,3.116969,641.648973
blis,d,240,3,3.056378,654.369392
blis,d,240,4,2.873521,696.010346
blis,d,240,5,2.685995,744.603032
blis,d,248,1,2.805385,712.914737
blis,d,248,2,2.894943,690.859792
blis,d,248,3,3.096591,645.871623
blis,d,248,4,3.042143,657.431235
blis,d,248,5,2.850679,701.587176
blis,d,256,1,3.167218,631.468957
blis,d,256,2,3.334935,599.711861
blis,d,256,3,3.137018,637.548049
blis,d,256,4,2.938738,680.564182
blis,d,256,5,3.130342,638.907869
mkl,f,2,1,20.277599,98.631005
mkl,f,2,2,20.039242,99.804177
mkl,f,2,3,20.454937,97.775908
mkl,f,2,4,19.329142,103.470708
mkl,f,2,5,20.024576,99.877270
mkl,f,4,1,12.451082,160.628610
mkl,f,4,2,12.828227,155.906190
mkl,f,4,3,12.953686,154.396206
mkl,f,4,4,13.501563,148.131002
mkl,f,4,5,13.472518,148.450349
mkl,f,8,1,5.274044,379.215613
mkl,f,8,2,5.399706,370.390512
mkl,f,8,3,5.122081,390.466264
mkl,f,8,4,5.198900,384.696755
mkl,f,8,5,5.153585,388.079354
mkl,f,16,1,2.874882,695.680688
mkl,f,16,2,2.981596,670.781720
mkl,f,16,3,3.041167,657.642208
mkl,f,16,4,2.935560,681.300955
mkl,f,16,5,3.082005,648.928263
mkl,f,24,1,2.164856,923.848998
mkl,f,24,2,2.241207,892.376143
mkl,f,24,3,2.187434,914.313507
mkl,f,24,4,2.177211,918.606410
mkl,f,24,5,2.152135,929.309523
mkl,f,32,1,1.809995,1104.975688
mkl,f,32,2,1.844792,1084.133208
mkl,f,32,3,1.854022,1078.735841
mkl,f,32,4,1.860232,1075.134826
mkl,f,32,5,1.842695,1085.366945
mkl,f,40,1,1.687599,1185.115911
mkl,f,40,2,1.704365,1173.457548
mkl,f,40,3,1.616549,1237.203174
mkl,f,40,4,1.669414,1198.025452
mkl,f,40,5,1.657948,1206.310666
mkl,f,48,1,1.559300,1282.626912
mkl,f,48,2,1.562015,1280.397521
mkl,f,48,3,1.570888,1273.164945
mkl,f,48,4,1.575636,1269.328306
mkl,f,48,5,1.564702,1278.198931
mkl,f,56,1,1.647459,1213.991023
mkl,f,56,2,1.639993,1219.517481
mkl,f,56,3,1.625392,1230.472026
mkl,f,56,4,1.635680,1222.732893
mkl,f,56,5,1.643996,1216.547937
mkl,f,64,1,1.724525,1159.739347
mkl,f,64,2,1.744673,1146.346889
mkl,f,64,3,1.719229,1163.312330
mkl,f,64,4,1.683311,1188.134831
mkl,f,64,5,1.714925,1166.231754
mkl,f,72,1,1.700158,1176.361390
mkl,f,72,2,1.700496,1176.127475
mkl,f,72,3,1.705568,1172.629803
mkl,f,72,4,1.694172,1180.517913
mkl,f,72,5,1.722014,1161.430981
mkl,f,80,1,1.675355,1193.776865
mkl,f,80,2,1.716657,1165.055375
mkl,f,80,3,1.721570,1161.730423
mkl,f,80,4,1.740110,1149.352739
mkl,f,80,5,1.732073,1154.686003
mkl,f,88,1,1.820145,1098.813839
mkl,f,88,2,1.762942,1134.467391
mkl,f,88,3,1.767318,1131.658513
mkl,f,88,4,1.774536,1127.055288
mkl,f,88,5,1.812351,1103.539246
mkl,f,96,1,1.931266,1035.590236
mkl,f,96,2,1.879690,1064.005398
mkl,f,96,3,1.900592,1052.303511
mkl,f,96,4,2.116221,945.080668
mkl,f,96,5,1.901446,1051.830986
mkl,f,104,1,1.953051,1024.039005
mkl,f,104,2,1.975292,1012.508276
mkl,f,104,3,1.913520,1045.194316
mkl,f,104,4,1.885182,1060.905601
mkl,f,104,5,1.914650,1044.577457
mkl,f,112,1,1.945672,1027.922547
mkl,f,112,2,1.915944,1043.871674
mkl,f,112,3,1.977235,1011.513650
mkl,f,112,4,1.942947,1029.364147
mkl,f,112,5,2.012629,993.725272
mkl,f,120,1,1.865797,1071.928158
mkl,f,120,2,1.897414,1054.066009
mkl,f,120,3,1.823151,1097.001586
mkl,f,120,4,1.911658,1046.212493
mkl,f,120,5,1.918228,1042.628981
mkl,f,128,1,2.161694,925.200272
mkl,f,128,2,2.108790,948.411168
mkl,f,128,3,2.101039,951.909813
mkl,f,128,4,2.062875,969.520516
mkl,f,128,5,2.064235,968.881865
mkl,f,136,1,2.068837,966.726534
mkl,f,136,2,2.119929,943.427858
mkl,f,136,3,2.152308,929.235112
mkl,f,136,4,2.123586,941.803315
mkl,f,136,5,2.145468,932.197652
mkl,f,144,1,2.112269,946.848944
mkl,f,144,2,2.134937,936.795768
mkl,f,144,3,1.970566,1014.937071
mkl,f,144,4,2.091279,956.352374
mkl,f,144,5,2.126257,940.620040
mkl,f,152,1,2.107902,948.810887
mkl,f,152,2,2.141436,933.952833
mkl,f,152,3,2.113925,946.107507
mkl,f,152,4,2.154805,928.158093
mkl,f,152,5,2.027042,986.659185
mkl,f,160,1,2.131905,938.127937
mkl,f,160,2,2.072057,965.224500
mkl,f,160,3,2.085093,959.189971
mkl,f,160,4,2.107805,948.854331
mkl,f,160,5,2.103356,950.861255
mkl,f,168,1,2.060259,970.751921
mkl,f,168,2,2.077529,962.682196
mkl,f,168,3,2.123357,941.904522
mkl,f,168,4,2.128000,939.849742
mkl,f,168,5,2.135145,936.704433
mkl,f,176,1,2.104641,950.280643
mkl,f,176,2,1.982814,1008.667640
mkl,f,176,3,2.048835,976.164332
mkl,f,176,4,2.129592,939.147175
mkl,f,176,5,2.146349,931.815087
mkl,f,184,1,2.107387,949.042617
mkl,f,184,2,2.100497,952.155647
mkl,f,184,3,2.113698,946.208780
mkl,f,184,4,2.020794,989.710209
mkl,f,184,5,2.068244,967.003697
mkl,f,192,1,2.130329,938.822118
mkl,f,192,2,2.130837,938.598130
mkl,f,192,3,2.151009,929.796172
mkl,f,192,4,2.129480,939.196424
mkl,f,192,5,2.169279,921.965136
mkl,f,200,1,2.013467,993.311334
mkl,f,200,2,2.091657,956.179853
mkl,f,200,3,2.000318,999.840998
mkl,f,200,4,2.109867,947.927061
mkl,f,200,5,2.114098,946.030142
mkl,f,208,1,2.136279,936.207219
mkl,f,208,2,2.079802,961.630066
mkl,f,208,3,2.086306,958.632249
mkl,f,208,4,2.122637,942.224164
mkl,f,208,5,2.082327,960.463855
mkl,f,216,1,2.038229,981.244088
mkl,f,216,2,2.140985,934.149388
mkl,f,216,3,2.106702,949.351336
mkl,f,216,4,2.171434,921.050125
mkl,f,216,5,2.118826,943.919098
